ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
243,Communication,University of South Carolina ,PhD in Mass Communication,PhD,Communication,Academic,School of Journalism & Mass Communication,http://jour.sc.edu/academics/grad/phd.html,"Sandra Hughes, Graduate Student Services, hughes-sandra@sc.edu",新闻传播方向的学术项目。申请者可从Faculty背景入手选择适合自己研究兴趣的项目。,,,,Fall,15-Jan,,Personal Statement; Letters of recommendation (3); Professional experience; Writing sample; Master degree in Journalism or Communication,"GRE, minimum 300, Writing 4.5","iBT, minimum 100",Review at one time,Decisions available at mid-late February,,,5,50.0%,,,Refer to minimum requirement,,"$25,000","$1,200","$16,000",5 slots available to be fully funded,1801,Public,"31,288 (2012)","Columbia, SC ",Urban
244,Communication,University of South Florida,Mass Communications,M.A.,Communication,Academic,College of Arts & Sciences - Department of Mass Communications,http://masscom.usf.edu/grad/ma.aspx,smcgraduateprogram@usf.edu,Two tracks: Media Studies；Strategic Communication Management,,,,Fall,15-Feb,,Personal Statement; Letters of recommendation (3); ,,"iBT, minimum 79; IELTS, minimum 6.5",,,,,,,,,"Verbal-153, Quantitative-144",,"$35,000","$1,200","$18,000",Scholarships and assistantships are available,1956,Public,,"Tampa, FL",Urban
245,Communication,University of South Florida,MA in Communication,M.A.,Communication,Academic,College of Arts & Sciences - Department of Communication,http://communication.usf.edu/graduate/masters/,"Graduate Director, Jane Jorgenson, jjorgens@usf.edu",,,,,Fall/Spring,Fall-Jan 15; Spring- Oct 15 (No assistantship available),,Resume or CV;Statement of Purpose; Letters of recommendation (2); Writing sample,"GRE, minimum Verbal-153","iBT, minimum 79, (26 in Speaking session for TA applicants)",Review at one time,Decisions available before March 1,20.0%,,4 to 6,,,3.53,Total-1110,,"$32,000","$1,200","$18,000","Scholarships, assistantships and fellowships are available.",1956,Public,,"Tampa, FL",Urban
246,Communication,University of South Florida,PhD in Communication,PhD,Communication,Academic,College of Arts & Sciences - Department of Communication,http://communication.usf.edu/graduate/doctoral/,"Graduate Director, Jane Jorgenson, jjorgens@usf.edu",,,,,Fall,2-Jan,,Resume or CV;Statement of Purpose; Letters of recommendation (3); Writing sample,"GRE, minimum Verbal-153","iBT, minimum 79, (26 in Speaking session for TA applicants)",Review at one time,Decisions available before March 2,17.00%,,8 to 10,,,3.75,Total-1120,,"$32,000","$1,200","$18,000","Scholarships, assistantships and fellowships are available.",1956,Public,,"Tampa, FL",Urban
247,Communication,University of Southern California,Communication Management,Master of Commuinication Management,Management,Academic/Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/CMGT.aspx,bblee@usc.edu,学习Communication在全球化及科技化背景下的现实意义，以及如何为个人及组织设计并执行有效的传播策略。项目Faculty中多有资深行业从者者。课程与时俱进，有对新媒体最新发展的多维探讨。通过学习，学生将会提高批判性思维，写作及演讲等方面的传播技能。项目范围涵盖较广，学生可在如下方向深入学习：Marketing Communication；Media & Entertainment Management；Health & Social Change Communication； International & Intercultural Communication；Organizational & Strategic Corporate Communication,2-2.5 Years,,,Spring/Fall,Spring semester-Sep 27 with supplemental material received by Oct 21 for international students; Fall semester-Feb 7 with supplemental material received by Feb 21 international students,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (1-2),"GRE, minimum 297; ","iBT, minimum 115; IELTS, minimum 8.0. International applicants may be required to take USC Language Academy English program before admission.",Rolling basis,Decisions available by mid April for application for Fall,,,107 (2014),46.00%,36.00%,3.28,"Verbal-152, Quantitative-151, Writing-4.0 ",,"$25,000","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required. 5% of students are awarded.,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
248,Communication,University of Southern California,Annenberg Program on Online Communities,Master of Commuinication Management,New media,Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/APOC.aspx,"Karen North, director of APOC, knorth@usc.edu",专注于社会化媒体及在线社群，实践性强。学生在一年的时间中学习社会化媒体行业的前沿技术及应用、社群设计、内容生产、激励与管理等行业新知及相关创业技能。毕业时，学生以小组为单位共同完成一项新媒体或APP的创业项目。学校为每个创业项目提供$10，000创业基金。,1 Year,,,Spring,Sep 20 with supplemental material received by Oct 31 for international students,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (2-5),"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,,,,,,,Refer to minimum requirement,,"$32,300","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required. 20% of students are awarded.,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
249,Communication,University of Southern California,Strategic Public Relations,M.A. ,Advertising/PR,Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/SPR.aspx,"Admission Office, ascadm@usc.edu","侧重于实践应用的PR项目。第一年学习关于PR的战略性思维、写作、调研与分析；第二年选择感兴趣的领域深入学习相关PR实践。可选择的领域如：Entertainment, Crisis management, Politics, Sports, Content creation, Social media。项目有丰富的案例研究，且对写作有很高要求。",2 Years,,,Fall,Dec 1 with supplemental material received by Jan 1,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (1),"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April,49.00%,65.00%,63 (2013),53.00%,43.00%,3.39,"Verbal-154,Quantitative-156, Writing-3.9 ",,"$32,300","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required. ,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
250,Communication,University of Southern California,Public Diplomacy,Master of Public Diplomacy,Public Affairs,Academic/Professional,"Annenberg School for Communication and Journalism/The Dornsife College of Letters, Arts and Sciences, School of International Relations ",http://annenberg.usc.edu/Prospective/Masters/PubD.aspx,"Admission Office, ascadm@usc.edu",南加大Annenberg新闻与传播学院与国际关系学院的资源共享的合作项目。项目的faculty来自以上两个学院，侧重于公共外交与传播、公共关系、文化及媒体等的交融。学生向Annenberg申请。有五年以上工作经验者可申请夏季入学的为期一年的program。,2 Years/1 Year,,,Fall/Summer,Dec 15 with supplemental material received by Feb 1,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (1),"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,54.00%,60.0%,22 (2013),23.00%,0.500%,3.34,"Verbal-154,Quantitative-150, Writing-5.0 ",,"$32,300","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required.  Less than 20% of students are awarded.,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
251,Communication,University of Southern California,Global Communication,M.A. in Global Communication/MSc in Global Media and Communications,Global Communication,Academic/Professional,Annenberg School for Communication and Journalism/The London School of Economics and Political Science,http://annenberg.usc.edu/Prospective/Masters/Global.aspx,"Admission Office, ascadm@usc.edu",南加大Annenberg新闻与传播学院与LSE (The London School of Economics and Political Science)合作的双学位项目。学生要完成并通过两个学校的申请。学生第一年在LSE学习，第二年在南加大学习。主要研究全球化对传播、社会、文化、政治以及媒体的影响，以及全球化及跨文化传播的商业策略。,2 Years,,,Fall,None. Early application recommended. Application open in October. Apply to LSE  and then USC.,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (1),None,"iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,36.00%,53.00%,43 (2013),80.0%,50.0%,3.5,Refer to minimum requirement,,"$37,000","$1,000","$20,000",Apply for scholarships and fellowships when applying to LSE. Second year degree candicates are eligible to apply for USC Annenberg merit scholarship and research association positions.,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
252,Communication,University of Southern California,Journalism,M.S.,Journalism,Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/Journalism.aspx,"Admission Office, ascadm@usc.edu",全美领先的新闻项目。学习涵盖广播、在线及印刷全媒体平台的新闻报道及写作技能。教授多为普利策、杜邦-哥伦比亚、艾美奖等世界级奖项的获得者。新闻学院每周均举办多项seminar拓展学生视野。学院的校园媒体为学生提供了丰富的实践机会。2014年是该项目第一年招生。,1 Year,,,Summer,Dec 1 with supplemental material received by Jan 1,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Writing sample (multiple),"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,56.00%,,33,17,,3.37,Refer to minimum requirement,,"$56,900","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required.  Less than 20% of students are awarded.,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
253,Communication,University of Southern California,Specialized Journalism,M.A. ,Journalism,Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/Specialized.aspx,USC Annenberg Admissions at specjour@usc.edu,"学生选择某一领域，并精研该领域的深度新闻报道及写作技能。方向包括：Politics, Education, Health and environment, Ecience, Religion, Arts and culture, Entertainment, Sports, Business and economics, Urban affairs, the Law, etc.项目侧重于数字化时代的新闻报道，并在报道之余学习媒体行业的商业运作。教授多为普利策、杜邦-哥伦比亚、艾美奖等世界级奖项的获得者。新闻学院每周均举办多项seminar拓展学生视野。学院的校园媒体为学生提供了丰富的实践机会。",1 Year,,,Summer,Jan 31 with supplemental material received by Feb 14,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Professional portfolio,"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,56.00%,65.00%,9 (2013),17.00%,0%,3.37,"Verbal-154,Quantitative-146, Writing-4.0 ",NA,"$48,500","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required. ,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
254,Communication,University of Southern California,Specialized Journalism (the Arts),M.A.,Journalism,Professional,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Masters/SJA.aspx,USC Annenberg Admissions at specjour@usc.edu,深入学习文化领域的新闻报道及写作技能。学生将与洛杉矶当地的文化组织与新闻媒体协作，及时应用课堂所学。教授多为普利策、杜邦-哥伦比亚、艾美奖等世界级奖项的获得者。新闻学院每周均举办多项seminar拓展学生视野。学院的校园媒体为学生提供了丰富的实践机会。,1Year,,,Summer,Jan 31 with supplemental material received by Feb 14,$85,Resume or CV; Statement of Purpose; Letters of recommendation (2); Professional portfolio,"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,56.00%,65.00%,14 (2013),17.00%,0%,3.37,"Verbal-154,Quantitative-146, Writing-4.0 ",NA,"$48,500","$1,000","$20,000",Merit-based scholarships and assistantships are based on completed application of domestic and international students. No application required. ,1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
255,Communication,University of Southern California,PhD in  Communication ,PhD,Communication,Academic,Annenberg School for Communication and Journalism,http://annenberg.usc.edu/Prospective/Doctoral/Overview.aspx,"Admission Office, ascadm@usc.edu","研究方向包括：Rhetoric, Politics and Publics Media; Culture and Community; Health Communication and Social Dynamics; Groups Organizations and Networks; Information Political Economy and Entertainment; Global and Transnational Communication; New Media and Technology",5 Years,,,Fall,Dec 1 with supplemental material received by Jan 1,$85,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Annenberg Supplemental Form,"GRE, minimum 297; ","iBT, minimum 114; IELTS, minimum 8.0",Rolling basis,Decisions available by mid April for application for Fall,11.00%,,18 (2013),22.00%,11.00%,3.52,"Verbal-164,Quantitative-156, Writing-4.0",Communication University of China,NA,NA,NA,"All enrolling Ph.D. candidates receive five years of full financial support and health coverage, including four years of summer support. ",1880,Private,"40,000 (2012)","Los Angeles, CA",Urban
256,Communication,University of Southern Mississippi ,Mass Communication,M.A./M.S.,Communication,Academic,School of Mass Communication & Journalism,https://www.usm.edu/school-of-journalism-and-media-studies/masters-mass-communication,,"Communication 方向的理论项目。学习传播学的理论及研究方法。分为M.A.及M.S.两类学位。While MS students take a comprehensive exam, MA students write a thesis for graduation.",2 Years,,,Fall/Spring/Summer,Fall - Aug 1; Spring - Dec 1; Summer - May 1,$35,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample;,GRE,"iBT, minimum 79",,,35.00%,,5 to 9,15.00%,,3.56,School don't track,,"$15,100","$1,000","$13,000",Scholarships are available,1910,Public,"15,325 (2013)","Hattiesburg, Mississippi",Suburban 
257,Communication,University of Southern Mississippi ,PhD in Mass Communication,PhD,Communication,Academic,School of Mass Communication & Journalism,https://www.usm.edu/school-of-journalism-and-media-studies/doctorate-mass-communication,"Vanessa Murphree, Graduate Coordinator,  Vanessa.Murphree@usm.edu",Communication 方向的理论项目。学习传播学的理论及研究方法。, 4 Years,,,Fall/Spring/Summer,Fall - Jul 1; Spring - Nov 1; Summer - Mar 1,$35,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Master degree,GRE,"iBT, minimum 79",,,,,4,N/A,,"minimum 3.25, preferably 3.5 for graduate study",School don't track,,"$15,100","$1,000","$13,000",Scholarships are available,1910,Public,"15,325 (2013)","Hattiesburg, Mississippi",Suburban 
258,Communication,University of Southern Mississippi ,MS in Public Relations,M.S.,Advertising/PR,Academic/Professional,School of Mass Communication & Journalism,https://www.usm.edu/school-of-journalism-and-media-studies/masters-public-relations,"Vanessa Murphree, Graduate Coordinator,  Vanessa.Murphree@usm.edu",公关方向的融合理论与实践的项目。学习传播学知识及理论，并学习公关理论及实用类课程。,,,,Fall/Spring/Summer,Fall- Aug 1; Spring - Dec 1; Su - May 1,$35,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample;,GRE,"iBT, minimum 79",,,,,,,,,School don't track,,"$15,100","$1,000","$13,000",Scholarships are available,1910,Public,"15,325 (2013)","Hattiesburg, Mississippi",Suburban 
259,Communication,University of Southern Mississippi ,Communication Studies,M.A./M.S.,Communication Studies,Academic,Department of Communication Studies,https://www.usm.edu/communication-studies/16269,"Mary Jo McKay, Administrative Assistant. maryjo.mckay@usm.edu",Communication Studies方向的理论项目。分为M.A.及M.S.两类学位。,,,,Fall/Spring/Summer,Fall - Mar 1; Sping - Dec 1; Summer - Apr 15,$35,Letters of recommendation (3);,GRE,"iBT, minimum 79",,,,,,,,,School don't track,,"$15,100","$1,000","$13,000",Scholarships are available,1910,Public,"15,325 (2013)","Hattiesburg, Mississippi",Suburban 
260,Communication,University of Southern Mississippi ,PhD in Communication Studies,PhD,Communication Studies,Academic,Department of Communication Studies,https://www.usm.edu/communication-studies/16271,"Mary Jo McKay, Administrative Assistant. maryjo.mckay@usm.edu",Communication Studies方向的理论项目。申请者应从faculty背景入手找到与自己研究兴趣。,,,,Fall/Spring/Summer,Fall - Apr 15; Sping - Dec 1; Summer - Apr 15,$35,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Master degree in related field,GRE,"iBT, minimum 79",,,,,,,,"Minimum 3.25, preferably 3.5 for graduate study",School don't track,,"$15,100","$1,000","$13,000",Scholarships are available,1910,Public,"15,325 (2013)","Hattiesburg, Mississippi",Suburban 
261,Communication,University of Tennessee,MS in Communication and Information,M.S.,Communication,Academic/Professional,College of Communication & Information,http://www.cci.utk.edu/msprogram,"Beth Cole, Administrative Specialist II, bethcole@tennessee.edu","Communication方向兼顾理论与实践的项目。学生毕业后继续深造或从事传媒行业的管理工作。专攻方向如：Advertising; Dommunication studies; Journalism and electronic media, or Public relations. ",1.5-2 Years,,,Fall,1-Feb,$60,Statement of Purpose; Letters of recommendation (3); Bachelor degree in related field or prerequisites,"GRE, minimum 50%","iBT, minimum 80; IELTS, minimum 6.5. Students scoring under the minimum may be admitted contingent on the successful completion of University English courses",,,,,,,,,Refer to minimum requirement,,"$14,000","$1,000","$15,000",Limited funding opportunities available. Application forms available on the online application system,1794,Public,"27,171 (2013)","Knoxville, TN",Urban
262,Communication,University of Tennessee,PhD in Communication and Information,PhD,Communication,Academic,College of Communication & Information,http://www.cci.utk.edu/phdprogram,"Diana Hall, ccigradinfo@utk.edu","传播与信息学的学术项目。在学习基本的传播与信息学的理论与研究方法的基础上，学生在 Advertising, Communication studies, Information sciences, Journalism and electronic media, or Public relations选择感兴趣的领域深入研究，学生也可在以上领域之外订制创新的跨学科研究领域。",3 Years,,,Fall,1-Feb,$60,Statement of Purpose; Letters of recommendation (3); Selected personal interview; Master degree,"GRE, minimum 50%","iBT, minimum 80; IELTS, minimum 6.5. Students scoring under the minimum may be admitted contingent on the successful completion of University English courses",,,,,,,,Minimum 3.5 for graduate study,Refer to minimum requirement,,"$14,000","$1,000","$15,000",Funding opportunities available. Application forms available on the online application system,1794,Public,"27,171 (2013)","Knoxville, TN",Urban
263,Communication,University of Texas at Austin ,MA in Advertising,M.A ,Advertising/PR,Professional,Moody College of Communication,http://advertising.utexas.edu/graduate,burl@mail.utexas.edu,偏重于广告/公关行业实践的项目。课程包括媒体管理、整合传播管理，以及传播理论及定性与定量研究等课程。致力于从事实践工作或继续深造的学生可分别选择Thesis/No Thesis的学习方案。部分学生可参与在欧洲、亚洲和拉丁美洲的为期一个学期的学习。该项目还与Long Island University Palmer School - MS in Libarary & Information Science开展双学位项目。需要向两个项目分别申请并同时获得录取。,1.5-2 Years,,,Fall,1-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 79; IELTS, 6.5 ",Review at one time,Decisions available before March 1,55.00%,62.00%,85,,,3.5,"Verbal-156, Quantatative-152, Writing-3.9, GMAT-603,",,"$17,500","$1,200","$16,000",No additional application required,1839,Public,"52,213 (2012)","Austin, TX",Urban
264,Communication,University of Texas at Austin ,PhD in Advertising,PhD ,Advertising/PR,Academic,Moody College of Communication,http://advertising.utexas.edu/graduate/about-advertising-phd-program,"Graduate Coordinator, luisa.medrano@austin.utexas.edu",偏重于广告/公关科研与教学的理论研究项目。学生在某一跨学科领域开展研究。,4 Years,,,Fall,1-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 79; IELTS, 6.5",Review at one time,Decisions available before March 1,55.00%,62.00%,30,,,3.76,"Verbal-156, Quantatative-152, Writing-3.9",,"$17,500","$1,200","$16,000",,1839,Public,"52,213 (2012)","Austin, TX",Urban
265,Communication,University of Texas at Austin,MA in Communication Studies ,M.A.,Communication Studies,Academic,Moody College of Communication,http://commstudies.utexas.edu/graduate,"Aida Gonzalez, Graduate Program Coordinator, aida.gonzalez@austin.utexas.edu",传播学的理论研究项目。特点一是faculty们可提供多元化的定性及定量的分析工具，特点二是通过降低必修课的数量极大增强学生对研究方向选择的自主性。Communication Studies是一个常见的传播学科，申请者应该从Faculty的背景入手找到与自己兴趣相符的项目。,2 Years,,,Fall,15-Dec,$90,Resume or CV; Statement of Purpose; Essay of research questions; Writing sample; Letters of recommendation (3),GRE,"iBT, minimum 79; IELTS, 6.5 ",Review at one time,Decisions available by the middle of Feb,26.00%,48.00%,15-20 with PhD students,12.00%,,3.7,Verbal 158 (range of 148 – 170) and Quantitative 153 (range of 143-162) and a Total of 311 (range 293-330),,"$17,500","$1,200","$16,000",,1839,Public,"52,213 (2012)","Austin, TX",Urban
266,Communication,University of Texas at Austin,PhD in Communication Studies ,PhD,Communication Studies,Academic,Moody College of Communication,http://commstudies.utexas.edu/graduate,"Aida Gonzalez, Graduate Program Coordinator, aida.gonzalez@austin.utexas.edu",传播学的理论研究项目。特点一是faculty们可提供多元化的定性及定量的分析工具，特点二是通过降低必修课的数量极大增强学生对研究方向选择的自主性。Communication Studies是一个常见的传播学科，申请者应该从Faculty的背景入手找到与自己兴趣相符的项目。,,,,Fall,15-Dec,$90,Master degree,GRE,"iBT, minimum 79; IELTS, minimum 6.5",Review at one time,Decisions available by the middle of Feb,26.00%,48.00%,15-20 with MA students,12.00%,,3.7,"Verbal 158 (range of 148 – 170) and Quantitative 153 (range of 143-162) and a Total of 311 (range 293-330), Writing-4.6",,"$17,500","$1,200","$16,000",,1839,Public,"52,213 (2012)","Austin, TX",Urban
267,Communication,University of Texas at Austin,MA in Journalism,M.A.,Journalism,Academic/Professional,Moody College of Communication,http://journalism.utexas.edu/graduate,journalism@austin.utexas.edu,Two tracks: Professional and Research/Theory Track.内容较宽泛，学生可通过课程选择深入某一方向。,2 Years,,,Fall,15-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample (optional); Portfolio (optional),GRE,"iBT, minimum 79, preferrable 85, average 105; IELTS, minimum 6.5",Review at one time,Decisions available at the end of Feb,50.0%,40.0%,25 with PhD studetns,40.0%,,3.59,"Verbal-157, Quantatative-151, Writing-4.2",,"$17,500","$1,200","$16,000",,1839,Public,"52,213 (2012)","Austin, TX",Urban
268,Communication,University of Texas at Austin,PhD in Journalism ,PhD,Journalism,Academic,Moody College of Communication,http://journalism.utexas.edu/graduate,journalism@austin.utexas.edu,偏重于research的理论项目。培养学生从事新闻行业各领域熟练运用定性及定量分析，擅长创新性分析的的研究者及教学者。,,,,Fall,15-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Portfolio (optional); Master degree,GRE,"iBT, minimum 79, preferrable 85, average 105; IELTS, minimum 6.5",Review at one time,Decisions available at the end of Feb,50.0%,40.0%,25 with MA studetns,40.0%,,3.61,"Verbal-157, Quantatative-151, Writing-4.2",,"$17,500","$1,200","$16,000",,1839,Public,"52,213 (2012)","Austin, TX",Urban
269,Communication,University of Texas at Austin,MA in Media Studies,M.A.,Media,Academic,Moody College of Communication,http://rtf.utexas.edu/graduate/ma-media-studies,rtfgraduatecoordinator@austin.utexas.edu,"研究在历史、现代及全球化背景下媒体在艺术、文化、社会及政治中的作用。研究方向包括：Media technology and policy; Crucial and cultural studies of film and television; Global media; Digital media; and Race, Ethnic, Gender, and Sexuality issues in media.跨学科研究选择：Arts & Cultural; Management & Entrepreneurship; Communication, Information, and Cultural Policy; Cultural Studies; Disability Studies; Mexican American Studies; Museum Studies; Non-Profit Studies (from the RGK Center); Women and Gender Studies",2 Years,,,Fall,1-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3); Academic writing sample; ,GRE,"iBT, minimum 79, preferrable 100; IELTS, minimum 6.5",Review at one time,Decisions available at the end of Feb,45.00%,,15,15.00%,,,School don't track,,"$17,500","$1,200","$16,000",No funding available,1839,Public,"52,213 (2012)","Austin, TX",Urban
270,Communication,University of Texas at Austin,PhD in Media Studies,PhD,Media,Academic,Moody College of Communication,http://rtf.utexas.edu/graduate/phd-media-studies,"Charmarie Burke,  Graduate program coordinator, Char.Burke@austin.utexas.edu","研究在历史、现代及全球化背景下媒体在艺术、文化、社会及政治中的作用。研究方向包括：Media technology and policy; Crucial and cultural studies of film and television; Global media; Digital media; and Race, Ethnic, Gender, and Sexuality issues in media.跨学科研究选择：Arts & Cultural; Management & Entrepreneurship; Communication, Information, and Cultural Policy; Cultural Studies; Disability Studies; Mexican American Studies; Museum Studies; Non-Profit Studies (from the RGK Center); Women and Gender Studies ",4-5 Years,,,Fall,1-Dec,$90,Resume or CV; Statement of Purpose; Letters of recommendation (3); Academic writing sample; Master degree,GRE,"iBT, minimum 79, preferrable 100; IELTS, minimum 6.6",Review at one time,Decisions available at the end of Feb,8.00%,,7,30.0%,,,School don't track,,"$17,500","$1,200","$16,000",Fully funded for a four year period through TA and RA.,1839,Public,"52,213 (2012)","Austin, TX",Urban
271,,University of Texas at Dallas,Emerging Media and Communication,M.A.,New media,Academic+Professional,School of Arts and Humanities,http://www.utdallas.edu/emac/,EMACAdvising@utdallas.edu,,,,,Fall/Spring/Summer,Fall-Mar 1; Spring-Sep 1; Summer-Mar 1,$50,Statement of Purpose; Letters of recommendation (3); ,,"iBT, minimum 80; IELTS, minimum 6.5",,,,,,,,Minimum 3.3,,,"$22,500","$1,200","$15,000","TA, RA and fellowships are available.",1969,Public,,"Richardson, TX",Urban
272,Communication,University of Texas at San Antonio,MA in Communication,M.A.,Communication,Academic,College of Liberal and Fine Arts - Department of Communication,http://communication.utsa.edu/graduate/program,"Mary Tutor, Administrative Associate,  mary.tutor@utsa.edu",Communication方向的学术项目。以整合传播为基础，鼓励学生将科研、批判性思维及创造性应用于新媒体、健康传播、组织传播、国际传播、跨文化传播、人际传播等细分领域。Areas of Study: Communcation Core; Interpersonal & Small Group; Organizational Studies; New Media & Information Design; International & Intercultural,2 Years,,,Fall,31-Mar,$80,Statement of Purpose; Letters of recommendation (2);,GRE,"iBT, minimum 100; IELTS, minimum 7.0. Admitted students scoring under the above are to participate in the  English assessment program and may be required to take English courses.",Rolling basis,3-4 weeks of review time,68.00%,,15,10.0%,,School don't track,School don't track,,"$14,500","$1,800","$14,000",TA and RA available,1969,Public,"30,968 (2012)","San Antonio, TX ",Suburban
273,Communication,University of Utah,MA in Communication (Critical/Cultural Studies Emphasis),M.A.,Public Affairs,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/emphasis.php,"Jessica Tanner, jessica.tanner@utah.edu",在学习传播学理论及研究方法的基础上，在特定领域深入研究。该子方向关注文化演说、实践与表演与社会权力的关系及对后者的影响。呼吁通过平等、民主的公共环境来提升社会正义。学生应从faculty背景入手找到适合自己的项目。,2 Years,,,Fall,15-Dec,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,5,10.0%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
274,Communication,University of Utah,"MA in Communication (Communicating Science, Health, Environment, and Risk Emphasis)",M.A.,Health Communication,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/emphasis.php,"Jessica Tanner, jessica.tanner@utah.edu",在学习传播学理论及研究方法的基础上，在特定领域深入研究。该子方向关注个人、组织、机构及文化是如何通过语言、图像及实践来进行环境、科学及健康话题的沟通交流的。学生应从faculty背景入手找到适合自己的项目。,2 Years,,,Fall,15-Dec,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,5,10.0%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
275,Communication,University of Utah ,MA in Communication (Interpersonal/Organizational Communication Emphasis),M.A.,Communication,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/emphasis.php,"Jessica Tanner, jessica.tanner@utah.edu",在学习传播学理论及研究方法的基础上，在特定领域深入研究。该子方向关注人际沟通及组织沟通，即在人际或组织环境下，沟通是如何影响人际或组织关系的；同样，人际或组织关系是如何影响内部成员的沟通行为的。学生应从faculty背景入手找到适合自己的项目。,2 Years,,,Fall,16-Dec,$66,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,5,10.0%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
